"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CRI","Costa Rica","","FMLE","Female","","13.6 [11.3-16.2]","13.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","UGA","Uganda","","FMLE","Female","","13.6 [11.7-15.8]","13.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TZA","United Republic of Tanzania","","FMLE","Female","","13.6 [11.7-15.9]","13.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COD","Democratic Republic of the Congo","","FMLE","Female","","13.7 [10.9-16.9]","13.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","KEN","Kenya","","BTSX","Both sexes","","13.8 [12.3-15.3]","13.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CIV","Côte d'Ivoire","","FMLE","Female","","13.9 [12-16]","13.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MWI","Malawi","","BTSX","Both sexes","","14 [12.6-15.5]","14.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CAF","Central African Republic","","FMLE","Female","","14.3 [11.4-17.7]","14.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VEN","Venezuela (Bolivarian Republic of)","","FMLE","Female","","14.3 [11.9-17.1]","14.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IND","India","","FMLE","Female","","14.4 [11.8-17.6]","14.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","FJI","Fiji","","MLE","Male","","14.4 [12.6-16.5]","14.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","COL","Colombia","","FMLE","Female","","14.5 [12.1-17.3]","14.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZWE","Zimbabwe","","MLE","Male","","14.5 [12.1-17.4]","14.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CMR","Cameroon","","FMLE","Female","","14.5 [12.5-16.7]","14.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LSO","Lesotho","","MLE","Male","","14.8 [12.3-17.7]","14.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","BTSX","Both sexes","","15 [13.6-16.5]","15.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","BTSX","Both sexes","","15.3 [13.7-17.2]","15.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BEN","Benin","","BTSX","Both sexes","","15.3 [13.9-17]","15.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GUY","Guyana","","FMLE","Female","","15.4 [13.1-18]","15.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","BTSX","Both sexes","","15.4 [13.9-17]","15.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KAZ","Kazakhstan","","FMLE","Female","","15.5 [13.2-18.1]","15.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","FMLE","Female","","15.6 [13.4-18]","15.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BRA","Brazil","","FMLE","Female","","15.8 [12-20.5]","15.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GMB","Gambia","","BTSX","Both sexes","","15.9 [14.4-17.6]","15.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","DJI","Djibouti","","MLE","Male","","16.1 [13.9-18.6]","16.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","THA","Thailand","","FMLE","Female","","16.2 [14.1-18.6]","16.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","MMR","Myanmar","","BTSX","Both sexes","","16.2 [14.8-18]","16.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BLZ","Belize","","FMLE","Female","","16.3 [13.9-19.1]","16.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","ARM","Armenia","","BTSX","Both sexes","","16.3 [14.8-18.9]","16.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZMB","Zambia","","BTSX","Both sexes","","16.5 [14.8-18.2]","16.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","PRK","Democratic People's Republic of Korea","","FMLE","Female","","16.8 [11.3-24.4]","16.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ERI","Eritrea","","MLE","Male","","16.8 [14.5-19.3]","16.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","BTN","Bhutan","","BTSX","Both sexes","","16.8 [14.7-19.4]","16.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","SUR","Suriname","","FMLE","Female","","16.9 [14.4-19.6]","16.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GTM","Guatemala","","BTSX","Both sexes","","16.9 [14.9-19.1]","16.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","TJK","Tajikistan","","MLE","Male","","17.1 [14.6-19.8]","17.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","NPL","Nepal","","BTSX","Both sexes","","17.1 [15-19.8]","17.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","MEX","Mexico","","FMLE","Female","","17.2 [14.4-20.4]","17.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","UZB","Uzbekistan","","MLE","Male","","17.2 [14.7-20.1]","17.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GNB","Guinea-Bissau","","BTSX","Both sexes","","17.2 [15.6-19]","17.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NER","Niger","","MLE","Male","","17.3 [15.1-19.9]","17.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DOM","Dominican Republic","","FMLE","Female","","17.5 [15-20.4]","17.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","MYS","Malaysia","","BTSX","Both sexes","","17.5 [16.2-20]","17.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SWZ","Eswatini","","BTSX","Both sexes","","17.6 [15.5-20]","17.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MDG","Madagascar","","MLE","Male","","17.7 [15.4-20.4]","17.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BHS","Bahamas","","FMLE","Female","","18 [15.4-21]","18.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","LKA","Sri Lanka","","BTSX","Both sexes","","18 [16.3-19.7]","18.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SEN","Senegal","","MLE","Male","","18.1 [15.8-20.7]","18.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","AZE","Azerbaijan","","MLE","Male","","18.2 [15.5-21.4]","18.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HND","Honduras","","BTSX","Both sexes","","18.3 [16.2-20.7]","18.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GIN","Guinea","","MLE","Male","","18.3 [16-21]","18.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","TKM","Turkmenistan","","BTSX","Both sexes","","18.4 [16.6-20.4]","18.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MOZ","Mozambique","","MLE","Male","","18.4 [16-21.1]","18.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","NRU","Nauru","","MLE","Male","","18.7 [-]","18.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","TLS","Timor-Leste","","MLE","Male","","18.7 [16.3-21.3]","18.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MLI","Mali","","MLE","Male","","18.7 [16.3-21.4]","18.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NAM","Namibia","","BTSX","Both sexes","","18.7 [16.7-21.1]","18.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","LBR","Liberia","","BTSX","Both sexes","","18.7 [17.1-20.6]","18.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","SLE","Sierra Leone","","BTSX","Both sexes","","18.7 [17-20.5]","18.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","18.9 [13.7-25.5]","18.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","IDN","Indonesia","","MLE","Male","","18.9 [16.5-21.6]","18.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","SLV","El Salvador","","BTSX","Both sexes","","19 [16.8-21.4]","19.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","DMA","Dominica","","FMLE","Female","","19.1 [-]","19.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","FMLE","Female","","19.2 [15.1-24.1]","19.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","KHM","Cambodia","","BTSX","Both sexes","","19.2 [17.5-21]","19.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BWA","Botswana","","BTSX","Both sexes","","19.3 [16.8-21.5]","19.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TCD","Chad","","MLE","Male","","19.4 [16.9-22.1]","19.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BDI","Burundi","","BTSX","Both sexes","","19.4 [17.7-21.4]","19.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ZAF","South Africa","","BTSX","Both sexes","","19.5 [16.9-21.3]","19.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","ETH","Ethiopia","","MLE","Male","","19.5 [17-22.3]","19.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MUS","Mauritius","","BTSX","Both sexes","","19.6 [17.9-21.7]","19.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ECU","Ecuador","","FMLE","Female","","19.8 [15.6-24.9]","19.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","FMLE","Female","","19.8 [17-22.9]","19.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","CUB","Cuba","","FMLE","Female","","19.9 [17.1-23.1]","19.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","COM","Comoros","","BTSX","Both sexes","","2 [1.6-2.5]","2.00000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","EGY","Egypt","","MLE","Male","","2.1 [1.7-2.5]","2.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","SEAR","South-East Asia","","BGD","Bangladesh","","MLE","Male","","2.1 [1.7-2.6]","2.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","JOR","Jordan","","MLE","Male","","2.2 [1.8-2.7]","2.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","DZA","Algeria","","MLE","Male","","2.3 [1.9-2.8]","2.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRQ","Iraq","","MLE","Male","","2.3 [1.9-2.9]","2.30000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","BTSX","Both sexes","","2.5 [2.1-3.1]","2.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","TUN","Tunisia","","BTSX","Both sexes","","2.6 [2.2-3.2]","2.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EMR","Eastern Mediterranean","","IRN","Iran (Islamic Republic of)","","MLE","Male","","2.8 [2.1-3.6]","2.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","KEN","Kenya","","MLE","Male","","20.2 [17.6-23.1]","20.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","MNG","Mongolia","","BTSX","Both sexes","","20.4 [18.5-22.4]","20.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","MWI","Malawi","","MLE","Male","","20.5 [17.9-23.4]","20.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","NIC","Nicaragua","","BTSX","Both sexes","","20.5 [18.3-23.1]","20.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","PAN","Panama","","FMLE","Female","","20.7 [17.4-24.3]","20.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","CPV","Cabo Verde","","BTSX","Both sexes","","20.8 [19-22.5]","20.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","PHL","Philippines","","BTSX","Both sexes","","20.8 [19-22.7]","20.80000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","WPR","Western Pacific","","NIU","Niue","","BTSX","Both sexes","","20.9 [-]","20.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","AGO","Angola","","FMLE","Female","","21.1 [17.2-25.6]","21.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","STP","Sao Tome and Principe","","BTSX","Both sexes","","21.1 [19.2-23]","21.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","BIH","Bosnia and Herzegovina","","FMLE","Female","","21.5 [18.5-24.7]","21.50000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","TGO","Togo","","MLE","Male","","21.7 [19.1-24.6]","21.70000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","GRD","Grenada","","FMLE","Female","","21.9 [18.9-25.3]","21.90000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","EUR","Europe","","KGZ","Kyrgyzstan","","MLE","Male","","22.1 [19.1-25.4]","22.10000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","NGA","Nigeria","","FMLE","Female","","22.2 [19.2-25.5]","22.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","BEN","Benin","","MLE","Male","","22.2 [19.5-25.1]","22.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","GHA","Ghana","","MLE","Male","","22.2 [19.5-25.1]","22.20000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","ATG","Antigua and Barbuda","","FMLE","Female","","22.4 [19.3-25.8]","22.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","HTI","Haiti","","BTSX","Both sexes","","22.4 [20.2-25]","22.40000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AMR","Americas","","LCA","Saint Lucia","","FMLE","Female","","22.6 [19.4-26.1]","22.60000","","","","",""
"SA_0000001759","15-19 years old, current drinkers (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2325","PUBLISHED","Published","","2016","2016","","AFR","Africa","","RWA","Rwanda","","BTSX","Both sexes","","22.6 [20.5-25]","22.60000","","","","",""
