"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_GBR","Data source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","5.8","5.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_USA","Data source","","PUBLISHED","Published","","2001","2001","","AMR","Americas","","USA","United States of America","","0.9","0.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_USA","Data source","","PUBLISHED","Published","","2002","2002","","AMR","Americas","","USA","United States of America","","0.9","0.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_USA","Data source","","PUBLISHED","Published","","2005","2005","","AMR","Americas","","USA","United States of America","","0.9","0.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","BLR","Belarus","","2.6","2.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_DNK","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","DNK","Denmark","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_EST","Data source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","EST","Estonia","","2.5","2.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_RUS","Data source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","RUS","Russian Federation","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_RUS","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","RUS","Russian Federation","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_MKD","Data source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","MKD","North Macedonia","","1.8","1.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_MKD","Data source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","MKD","North Macedonia","","1.8","1.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_COK","Data source","","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","COK","Cook Islands","","1.2","1.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_CZE","Data source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CZE","Czechia","","1.1","1.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SVN","Data source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","SVN","Slovenia","","1.1","1.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SVN","Data source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","SVN","Slovenia","","1","1.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SWE","Data source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SWE","Sweden","","1.9","1.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SWE","Data source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","SWE","Sweden","","1.9","1.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_HUN","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","HUN","Hungary","","3.2","3.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_PLW","Data source","","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","PLW","Palau","","0.9","0.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_LBN","Data source","","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","LBN","Lebanon","","0.2","0.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ROU","Data source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ROU","Romania","","4","4.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ITA","Data source","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","ITA","Italy","","1.6","1.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_NZL","Data source","","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","NZL","New Zealand","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_EST","Data source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","EST","Estonia","","2.1","2.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AZE","Data source","","PUBLISHED","Published","","2016","2016","","EUR","Europe","","AZE","Azerbaijan","","0.6","0.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AZE","Data source","","PUBLISHED","Published","","2017","2017","","EUR","Europe","","AZE","Azerbaijan","","0.5","0.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ARM","Data source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","ARM","Armenia","","1.8","1.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUS","Data source","","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","AUS","Australia","","2.6","2.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUT","Data source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","AUT","Austria","","1.4","1.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUT","Data source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","AUT","Austria","","1.4","1.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AZE","Data source","","PUBLISHED","Published","","1994","1994","","EUR","Europe","","AZE","Azerbaijan","","1.1","1.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AZE","Data source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AZE","Azerbaijan","","0.5","0.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","BLR","Belarus","","2.2","2.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_CAN","Data source","","PUBLISHED","Published","","1990","1990","","AMR","Americas","","CAN","Canada","","2.3","2.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_CAN","Data source","","PUBLISHED","Published","","1997","1997","","AMR","Americas","","CAN","Canada","","2","2.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_CAN","Data source","","PUBLISHED","Published","","2008","2008","","AMR","Americas","","CAN","Canada","","2","2.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_HRV","Data source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","HRV","Croatia","","1.6","1.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_DNK","Data source","","PUBLISHED","Published","","1994","1994","","EUR","Europe","","DNK","Denmark","","2.4","2.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_DNK","Data source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","DNK","Denmark","","2.3","2.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_DNK","Data source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","DNK","Denmark","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_EST","Data source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","EST","Estonia","","1.9","1.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_EST","Data source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","EST","Estonia","","1.9","1.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_FIN","Data source","","PUBLISHED","Published","","1993","1993","","EUR","Europe","","FIN","Finland","","6.5","6.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_FIN","Data source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","FIN","Finland","","5.4","5.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_GEO","Data source","","PUBLISHED","Published","","1990","1990","","EUR","Europe","","GEO","Georgia","","1.3","1.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_GRC","Data source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","GRC","Greece","","1","1.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_HUN","Data source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","HUN","Hungary","","1.1","1.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ISL","Data source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","ISL","Iceland","","3.2","3.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ISL","Data source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","ISL","Iceland","","2.9","2.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ITA","Data source","","PUBLISHED","Published","","1995","1995","","EUR","Europe","","ITA","Italy","","0.8","0.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ITA","Data source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ITA","Italy","","0.8","0.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ITA","Data source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ITA","Italy","","0.7","0.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_JPN","Data source","","PUBLISHED","Published","","1999","1999","","WPR","Western Pacific","","JPN","Japan","","1.2","1.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_JPN","Data source","","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","JPN","Japan","","1.1","1.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_KAZ","Data source","","PUBLISHED","Published","","1994","1994","","EUR","Europe","","KAZ","Kazakhstan","","3.4","3.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_LTU","Data source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","LTU","Lithuania","","3.4","3.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ARM","Data source","","PUBLISHED","Published","","1990","1990","","EUR","Europe","","ARM","Armenia","","4","4.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_MDA","Data source","","PUBLISHED","Published","","1993","1993","","EUR","Europe","","MDA","Republic of Moldova","","2.2","2.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_NOR","Data source","","PUBLISHED","Published","","1995","1995","","EUR","Europe","","NOR","Norway","","4.1","4.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_NOR","Data source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","NOR","Norway","","3.5","3.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_RUS","Data source","","PUBLISHED","Published","","1992","1992","","EUR","Europe","","RUS","Russian Federation","","4","4.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_RUS","Data source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","RUS","Russian Federation","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SWE","Data source","","PUBLISHED","Published","","1995","1995","","EUR","Europe","","SWE","Sweden","","3.1","3.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SWE","Data source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","SWE","Sweden","","2.8","2.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_TJK","Data source","","PUBLISHED","Published","","1993","1993","","EUR","Europe","","TJK","Tajikistan","","2.2","2.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_THA","Data source","","PUBLISHED","Published","","1992","1992","","SEAR","South-East Asia","","THA","Thailand","","2.5","2.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_UKR","Data source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","UKR","Ukraine","","1.6","1.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_GBR","Data source","","PUBLISHED","Published","","1994","1994","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","6.2","6.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_GBR","Data source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","5.7","5.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_USA","Data source","","PUBLISHED","Published","","2000","2000","","AMR","Americas","","USA","United States of America","","1","1.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_USA","Data source","","PUBLISHED","Published","","2007","2007","","AMR","Americas","","USA","United States of America","","0.9","0.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_UZB","Data source","","PUBLISHED","Published","","1994","1994","","EUR","Europe","","UZB","Uzbekistan","","2.5","2.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ARM","Data source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","ARM","Armenia","","1.9","1.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AZE","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","AZE","Azerbaijan","","0.5","0.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","BLR","Belarus","","2.5","2.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_DNK","Data source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","DNK","Denmark","","1.8","1.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_FIN","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","FIN","Finland","","4.2","4.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_NOR","Data source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","NOR","Norway","","2.2","2.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_MKD","Data source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","MKD","North Macedonia","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_UKR","Data source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","UKR","Ukraine","","1.5","1.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_CZE","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","CZE","Czechia","","1.2","1.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_NLD","Data Source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","NLD","Netherlands","","0.8","0.80000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_SVN","Data source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","SVN","Slovenia","","1","1.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_HUN","Data source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HUN","Hungary","","3.1","3.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_NOR","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","NOR","Norway","","2.2","2.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_LBN","Data source","","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","LBN","Lebanon","","0.1","0.10000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ROU","Data source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ROU","Romania","","4","4.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ROU","Data source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ROU","Romania","","4","4.00000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_ARM","Data source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","ARM","Armenia","","1.3","1.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_IRL","Data source","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","IRL","Ireland","","2.5","2.50000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_UKR","Data source","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","UKR","Ukraine","","1.3","1.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_RUS","Data source","","PUBLISHED","Published","","2016","2016","","EUR","Europe","","RUS","Russian Federation","","1.7","1.70000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_FIN","Data source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","FIN","Finland","","4.3","4.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_EST","Data source","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","EST","Estonia","","2.2","2.20000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUS","Data source","","PUBLISHED","Published","","1999","1999","","WPR","Western Pacific","","AUS","Australia","","2.9","2.90000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUS","Data source","","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","AUS","Australia","","2.6","2.60000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUT","Data source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","AUT","Austria","","1.4","1.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_AUT","Data source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","AUT","Austria","","1.4","1.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","1990","1990","","EUR","Europe","","BLR","Belarus","","7.4","7.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","1992","1992","","EUR","Europe","","BLR","Belarus","","5.4","5.40000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","BLR","Belarus","","2.3","2.30000","","","","",""
"SA_0000001476","Alcohol expenditure as a per cent of total household expenditure","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2339","SA_0000001476_BLR","Data source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BLR","Belarus","","2.2","2.20000","","","","",""
