"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","ALCOHOLTYPE (CODE)","ALCOHOLTYPE (DISPLAY)","ALCOHOLTYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2011","2011","","AFR","Africa","","BFA","Burkina Faso","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","4.6","4.60000","2.86044","6.40163","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2011","2011","","AFR","Africa","","BFA","Burkina Faso","","SA_TOTAL","All types","","5.32","5.32000","3.58224","7.13970","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","SA_BEER","Beer","","0.63","0.63000","0.37694","0.87757","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","SA_WINE","Wine","","0.07","0.07000","0.04166","0.09673","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","BFA","Burkina Faso","","SA_BEER","Beer","","0.88","0.88000","0.53565","1.24350","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","BFA","Burkina Faso","","SA_WINE","Wine","","0.04","0.04000","0.02426","0.05530","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","BFA","Burkina Faso","","SA_SPIRITS","Spirits","","0.24","0.24000","0.15057","0.33924","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","BFA","Burkina Faso","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","5.88","5.88000","3.59022","8.20567","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","AFR","Africa","","BFA","Burkina Faso","","SA_WINE","Wine","","0.06","0.06000","0.03703","0.08376","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","AFR","Africa","","BFA","Burkina Faso","","SA_SPIRITS","Spirits","","0.31","0.31000","0.18880","0.42208","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","AFR","Africa","","BFA","Burkina Faso","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","5.88","5.88000","3.56060","8.14066","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","AFR","Africa","","BFA","Burkina Faso","","SA_TOTAL","All types","","7.25","7.25000","4.87976","9.44410","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBFA","(FAO) 1961-1999; (FAO, GlobalData, Wine Institute) 2000-2017","","PUBLISHED","Published","","2019","2019","","AFR","Africa","","BFA","Burkina Faso","","SA_BEER","Beer","","1","1.00000","0.58057","1.39618","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_TOTAL","All types","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_BEER","Beer","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_WINE","Wine","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_BEER","Beer","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_WINE","Wine","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_SPIRITS","Spirits","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_SPIRITS","Spirits","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2018","2018","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_TOTAL","All types","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGD","(FAO) 1961-1999; (FAO, Wine Institute) 2000-2017","","PUBLISHED","Published","","2019","2019","","SEAR","South-East Asia","","BGD","Bangladesh","","SA_BEER","Beer","","0","0.00000","0.00000","0.00000","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BGR","Bulgaria","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.04","0.04000","0.02445","0.05553","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BGR","Bulgaria","","SA_TOTAL","All types","","9.88","9.88000","7.43579","12.37831","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BGR","Bulgaria","","SA_BEER","Beer","","4.28","4.28000","2.58616","5.97311","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BGR","Bulgaria","","SA_WINE","Wine","","1.93","1.93000","1.17524","2.67784","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BGR","Bulgaria","","SA_BEER","Beer","","4.22","4.22000","2.61897","5.91078","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BGR","Bulgaria","","SA_WINE","Wine","","1.95","1.95000","1.17173","2.69429","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BGR","Bulgaria","","SA_SPIRITS","Spirits","","4.62","4.62000","2.83037","6.47963","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BGR","Bulgaria","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.1","0.10000","0.05902","0.13761","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2018","2018","","EUR","Europe","","BGR","Bulgaria","","SA_SPIRITS","Spirits","","4.85","4.85000","2.87475","6.75460","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2018","2018","","EUR","Europe","","BGR","Bulgaria","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.17","0.17000","0.10548","0.23290","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2018","2018","","EUR","Europe","","BGR","Bulgaria","","SA_TOTAL","All types","","11.53","11.53000","8.72563","14.49015","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBGR","(WDT) 1963-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2019","2019","","EUR","Europe","","BGR","Bulgaria","","SA_BEER","Beer","","4.44","4.44000","2.59970","6.03544","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.01","0.01000","0.00608","0.01393","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_TOTAL","All types","","1.66","1.66000","1.17853","2.13414","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_BEER","Beer","","0.36","0.36000","0.22908","0.50516","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_WINE","Wine","","0.09","0.09000","0.05483","0.12638","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_SPIRITS","Spirits","","1.25","1.25000","0.72904","1.72992","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_BEER","Beer","","0.39","0.39000","0.22990","0.52895","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_WINE","Wine","","0.11","0.11000","0.06821","0.14936","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_SPIRITS","Spirits","","1","1.00000","0.62163","1.37505","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.02","0.02000","0.01295","0.02794","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2018","2018","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_SPIRITS","Spirits","","0.69","0.69000","0.43436","0.94781","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2018","2018","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.02","0.02000","0.01268","0.02757","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2018","2018","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_TOTAL","All types","","1.2","1.20000","0.88576","1.52206","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHR","(FAO) 1970-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2019","2019","","EMR","Eastern Mediterranean","","BHR","Bahrain","","SA_BEER","Beer","","0.4","0.40000","0.25001","0.55070","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BHS","Bahamas","","SA_TOTAL","All types","","9.23","9.23000","7.33946","11.38786","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BHS","Bahamas","","SA_BEER","Beer","","3.68","3.68000","2.24732","5.14330","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BHS","Bahamas","","SA_WINE","Wine","","1.43","1.43000","0.84774","1.98624","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BHS","Bahamas","","SA_SPIRITS","Spirits","","3.85","3.85000","2.37499","5.34087","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BHS","Bahamas","","SA_BEER","Beer","","3.65","3.65000","2.20607","5.16808","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BHS","Bahamas","","SA_WINE","Wine","","1.39","1.39000","0.86640","1.98896","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BHS","Bahamas","","SA_SPIRITS","Spirits","","3.86","3.86000","2.45035","5.38234","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2015","2015","","AMR","Americas","","BHS","Bahamas","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.36","0.36000","0.21980","0.50774","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2018","2018","","AMR","Americas","","BHS","Bahamas","","SA_SPIRITS","Spirits","","4.04","4.04000","2.44067","5.53944","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2018","2018","","AMR","Americas","","BHS","Bahamas","","SA_OTHER_ALCOHOL","Other alcoholic beverages","","0.3","0.30000","0.18709","0.41090","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2018","2018","","AMR","Americas","","BHS","Bahamas","","SA_TOTAL","All types","","9.3","9.30000","7.19659","11.46977","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBHS","(FAO) 1961-1999; (GlobalData, IWSR) 2000-2018","","PUBLISHED","Published","","2019","2019","","AMR","Americas","","BHS","Bahamas","","SA_BEER","Beer","","3.66","3.66000","2.17816","5.09571","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_TOTAL","All types","","4.71","4.71000","3.30592","6.07650","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_BEER","Beer","","3.69","3.69000","2.18555","5.04027","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_WINE","Wine","","0.42","0.42000","0.25423","0.58079","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_SPIRITS","Spirits","","0.58","0.58000","0.35290","0.81335","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_BEER","Beer","","3.72","3.72000","2.28238","5.19865","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_WINE","Wine","","0.46","0.46000","0.27664","0.63613","","",""
"SA_0000001400","Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462","GISAHBIH","(FAO) 1987-1999; (GlobalData, IWSR, OIV) 2000-2018","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","BIH","Bosnia and Herzegovina","","SA_SPIRITS","Spirits","","0.56","0.56000","0.34496","0.77992","","",""
